asset_id,name,type,region_id,scheme_id,actor_id,cost,status,lat,lon,encroached,nature,ownership,image_url,source_type,confidence
ASSET_WB_272028,"Lake/Pond — Jharoda Mazra Burari, Central",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.7338888903954,77.2191666701632,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133010000028000330001.jpeg,semi_structured_kml,0.95
ASSET_WB_272029,"Lake/Pond — Jharoda Mazra Burari, Central",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.7333333304098,77.2099999996752,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133010000028000330002.jpeg,semi_structured_kml,0.95
ASSET_WB_272030,"Other Water Body — Timarpur, Central",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.7124999995708,77.2238888901991,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133010000028000326001.jpeg,semi_structured_kml,0.95
ASSET_WB_272031,"Other Water Body — Wazirabad, Central",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.721388889828,77.2233333302221,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133010000028000334001.jpeg,semi_structured_kml,0.95
ASSET_WB_272032,"Other Water Body — Chilla Saroda Bangar, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5927777801596,77.2994444402321,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000311001.jpeg,semi_structured_kml,0.95
ASSET_WB_272033,"Other Water Body — Chilla Saroda Khadar, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5927777801596,77.2994444402321,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000312001.jpeg,semi_structured_kml,0.95
ASSET_WB_272034,"Other Water Body — Dallupura, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6033333299864,77.3227777799884,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000310001.jpeg,semi_structured_kml,0.95
ASSET_WB_272035,"Other Water Body — Gharoli, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6144444399697,77.3288888898595,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000308001.jpeg,semi_structured_kml,0.95
ASSET_WB_272036,"Other Water Body — Ghronda Neem Ka Bangar, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6047222195991,77.2894444396462,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000304001.jpeg,semi_structured_kml,0.95
ASSET_WB_272037,"Other Water Body — Ghronda Neem Ka Bangar, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6138888900186,77.2886111096955,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000304002.jpeg,semi_structured_kml,0.95
ASSET_WB_272038,"Other Water Body — Khichripur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.62277778005,77.3147222201968,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000307001.jpeg,semi_structured_kml,0.95
ASSET_WB_272039,"Other Water Body — Khichripur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6130555595436,77.3013888898043,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000307002.jpeg,semi_structured_kml,0.95
ASSET_WB_272040,"Other Water Body — Kondli, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.6149999999463,77.3238888896788,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000309002.jpeg,semi_structured_kml,0.95
ASSET_WB_272041,"Lake/Pond — Kondli, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6122222201237,77.3125000003377,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000309001.jpeg,semi_structured_kml,0.95
ASSET_WB_272042,"Other Water Body — Kondli, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6036111100148,77.3366666703945,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000309003.jpeg,semi_structured_kml,0.95
ASSET_WB_272043,"Other Water Body — Kotla, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.6094444396382,77.2941666697349,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000024000306001.jpeg,semi_structured_kml,0.95
ASSET_WB_272044,"Other Water Body — Gazipur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.6327777800557,77.321944439805,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000300003.jpeg,semi_structured_kml,0.95
ASSET_WB_272045,"Other Water Body — Gazipur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.6330555596641,77.3222222196781,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000300002.jpeg,semi_structured_kml,0.95
ASSET_WB_272046,"Other Water Body — Gazipur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.6263888899346,77.3241666699232,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000300004.jpeg,semi_structured_kml,0.95
ASSET_WB_272047,"Lake/Pond — Gazipur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6263888899346,77.3241666699232,No,Natural,Group of Individuals,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000300001.jpeg,semi_structured_kml,0.95
ASSET_WB_272048,"Other Water Body — Gazipur, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6297222199512,77.317777780283,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000300005.jpeg,semi_structured_kml,0.95
ASSET_WB_272049,"Other Water Body — Khureji Khas, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.7099999999366,77.2522222195445,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000297002.jpeg,semi_structured_kml,0.95
ASSET_WB_272050,"Other Water Body — Khureji Khas, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.7097222198536,77.2516666696605,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000297003.jpeg,semi_structured_kml,0.95
ASSET_WB_272051,"Other Water Body — Khureji Khas, East",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.711944440371,77.2525000003338,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133008000022000297001.jpeg,semi_structured_kml,0.95
ASSET_WB_272052,"Other Water Body — Bagrola, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.572777780014,77.0699999997713,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000356003.jpeg,semi_structured_kml,0.95
ASSET_WB_272053,"Lake/Pond — Bagrola, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5691666698403,77.0741666700955,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000356001.jpeg,semi_structured_kml,0.95
ASSET_WB_272054,"Lake/Pond — Bagrola, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5725000003964,77.0711111103082,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000356004.jpeg,semi_structured_kml,0.95
ASSET_WB_272055,"Other Water Body — Bagrola, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5713888895397,77.0727777795732,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000356002.jpeg,semi_structured_kml,0.95
ASSET_WB_272056,"Other Water Body — Nangal Raya, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.6041666700859,77.1075000004806,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000352001.jpeg,semi_structured_kml,0.95
ASSET_WB_272057,"Lake/Pond — Naraina, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6272222199432,77.1300000000521,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000351001.jpeg,semi_structured_kml,0.95
ASSET_WB_272058,"Lake/Pond — Shahbad Mohd. Pur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.55611110999,77.0672222198058,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000354001.jpeg,semi_structured_kml,0.95
ASSET_WB_272059,"Lake/Pond — Shahbad Mohd. Pur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5580555600758,77.0686111104184,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000354002.jpeg,semi_structured_kml,0.95
ASSET_WB_272060,"Other Water Body — Shahbad Mohd. Pur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5613888897803,77.0561111095536,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000354005.jpeg,semi_structured_kml,0.95
ASSET_WB_272061,"Other Water Body — Shahbad Mohd. Pur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5599999998401,77.0569444401546,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000354004.jpeg,semi_structured_kml,0.95
ASSET_WB_272062,"Lake/Pond — Shahbad Mohd. Pur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5552777797784,77.0694444399833,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000354003.jpeg,semi_structured_kml,0.95
ASSET_WB_272063,"Lake/Pond — Todapur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6302777796718,77.1677777797608,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000357003.jpeg,semi_structured_kml,0.95
ASSET_WB_272064,"Lake/Pond — Todapur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6222222196913,77.1588888903817,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000357001.jpeg,semi_structured_kml,0.95
ASSET_WB_272065,"Other Water Body — Todapur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.6272222201916,77.1638888896065,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000030000357002.jpeg,semi_structured_kml,0.95
ASSET_WB_272066,"Lake/Pond — Basant Nagar, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5594444402828,77.1658333294799,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000346001.jpeg,semi_structured_kml,0.95
ASSET_WB_272067,"Lake/Pond — Ghatorni, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.4936111100504,77.1391666704935,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000343001.jpeg,semi_structured_kml,0.95
ASSET_WB_272068,"Other Water Body — Mahipalpur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5511111100774,77.1322222203662,Yes,Natural,Muncipal authority,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000344002.jpeg,semi_structured_kml,0.95
ASSET_WB_272069,"Other Water Body — Mahipalpur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5527777802866,77.1333333302155,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000344004.jpeg,semi_structured_kml,0.95
ASSET_WB_272070,"Other Water Body — Mahipalpur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5430555602986,77.145000000309,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000344003.jpeg,semi_structured_kml,0.95
ASSET_WB_272071,"Lake/Pond — Mahipalpur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.551388890009,77.1327777796904,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000344005.jpeg,semi_structured_kml,0.95
ASSET_WB_272072,"Lake/Pond — Mahipalpur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5466666700017,77.1297222200063,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000344001.jpeg,semi_structured_kml,0.95
ASSET_WB_272073,"Lake/Pond — Masood Pur, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.527222220334,77.1552777801962,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000348001.jpeg,semi_structured_kml,0.95
ASSET_WB_272074,"Other Water Body — Mohd. Pur Munirka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5427777796046,77.1616666699019,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000345002.jpeg,semi_structured_kml,0.95
ASSET_WB_272075,"Other Water Body — Mohd. Pur Munirka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5377777800383,77.1577777802878,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000345001.jpeg,semi_structured_kml,0.95
ASSET_WB_272076,"Other Water Body — Mohd. Pur Munirka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5486111096854,77.1755555602077,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000345003.jpeg,semi_structured_kml,0.95
ASSET_WB_272077,"Other Water Body — Nangal Devat, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5522222198502,77.0880555600968,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000341001.jpeg,semi_structured_kml,0.95
ASSET_WB_272078,"Other Water Body — Nangal Devat, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5530555604345,77.0900000003974,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000341002.jpeg,semi_structured_kml,0.95
ASSET_WB_272079,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5149999995564,77.1124999995818,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339002.jpeg,semi_structured_kml,0.95
ASSET_WB_272080,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5055555602952,77.1130555596859,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339007.jpeg,semi_structured_kml,0.95
ASSET_WB_272081,"Other Water Body — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5266666697109,77.1130555597728,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339006.jpeg,semi_structured_kml,0.95
ASSET_WB_272082,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5100000001478,77.1222222198022,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339001.jpeg,semi_structured_kml,0.95
ASSET_WB_272083,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5155555598288,77.1175000000662,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339004.jpeg,semi_structured_kml,0.95
ASSET_WB_272084,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5108333304255,77.1147222197101,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339005.jpeg,semi_structured_kml,0.95
ASSET_WB_272085,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5183333303167,77.1072222200037,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339003.jpeg,semi_structured_kml,0.95
ASSET_WB_272086,"Other Water Body — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5183333303167,77.1072222200037,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339008.jpeg,semi_structured_kml,0.95
ASSET_WB_272087,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5044444396672,77.1072222196612,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339009.jpeg,semi_structured_kml,0.95
ASSET_WB_272088,"Lake/Pond — Rajokari, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5080555598163,77.0994444398638,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000339010.jpeg,semi_structured_kml,0.95
ASSET_WB_272089,"Lake/Pond — Rangpuri, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.534722219564,77.1363888900562,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000340005.jpeg,semi_structured_kml,0.95
ASSET_WB_272090,"Lake/Pond — Rangpuri, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5338888901647,77.1444444397104,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000340004.jpeg,semi_structured_kml,0.95
ASSET_WB_272091,"Lake/Pond — Rangpuri, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5347222201035,77.119166669736,Yes,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000340002.jpeg,semi_structured_kml,0.95
ASSET_WB_272092,"Lake/Pond — Rangpuri, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5425000003817,77.1188888898927,Yes,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000340001.jpeg,semi_structured_kml,0.95
ASSET_WB_272093,"Other Water Body — Rangpuri, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5266666697109,77.1130555597728,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000340003.jpeg,semi_structured_kml,0.95
ASSET_WB_272094,"Other Water Body — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5319444400962,77.0855555603885,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342001.jpeg,semi_structured_kml,0.95
ASSET_WB_272095,"Other Water Body — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5355555599824,77.0875000000708,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342002.jpeg,semi_structured_kml,0.95
ASSET_WB_272096,"Other Water Body — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5313888899405,77.1122222196053,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342005.jpeg,semi_structured_kml,0.95
ASSET_WB_272097,"Other Water Body — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5222222204407,77.098888889928,Yes,Natural,Other private body,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342006.jpeg,semi_structured_kml,0.95
ASSET_WB_272098,"Other Water Body — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5222222197838,77.0991666704547,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342007.jpeg,semi_structured_kml,0.95
ASSET_WB_272099,"Lake/Pond — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.5300000000757,77.1069444396225,No,Natural,Panchayat,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342004.jpeg,semi_structured_kml,0.95
ASSET_WB_272100,"Other Water Body — Samalka, New Delhi",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.5299999997897,77.0949999998237,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133011000029000342003.jpeg,semi_structured_kml,0.95
ASSET_WB_272101,"Other Water Body — Akbar Pur Mazra, North",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.8369444398486,77.1836111099261,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133001000001000001003.jpeg,semi_structured_kml,0.95
ASSET_WB_272102,"Other Water Body — Akbar Pur Mazra, North",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.8344444400649,77.1813888899243,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133001000001000001002.jpeg,semi_structured_kml,0.95
ASSET_WB_272103,"Lake/Pond — Akbar Pur Mazra, North",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.8344444400649,77.1813888899243,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133001000001000001001.jpeg,semi_structured_kml,0.95
ASSET_WB_272104,"Lake/Pond — Ali Pur, North",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.7986111103058,77.1358333301084,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133001000001000002001.jpeg,semi_structured_kml,0.95
ASSET_WB_272105,"Lake/Pond — Bakoli, North",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,completed,28.807777779724,77.1499999999191,No,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133001000001000004001.jpeg,semi_structured_kml,0.95
ASSET_WB_272106,"Other Water Body — Bhaktawar Pur, North",water_body,REG_DELHI,SCH_AMRUT,ACT_DDA,,encroached,28.8211111097018,77.1727777795544,Yes,Natural,Other Govt.Agency,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_133001000001000003005.jpeg,semi_structured_kml,0.95
