region_id,name,type,parent_region_id
REG_W61,DMC Ward No - 61,ward,REG_SHAHDARA_SOUTH
REG_W62,DMC Ward No - 62,ward,REG_SHAHDARA_SOUTH
REG_W62,DMC Ward No - 62,ward,REG_SHAHDARA_SOUTH
REG_W63,DMC Ward No - 63,ward,REG_SHAHDARA_SOUTH
REG_W64,DMC Ward No - 64,ward,REG_SHAHDARA_SOUTH
REG_W65,DMC Ward No - 65,ward,REG_SHAHDARA_SOUTH
REG_W65,DMC Ward No - 65,ward,REG_SHAHDARA_SOUTH
REG_W66,DMC Ward No - 66,ward,REG_SHAHDARA_SOUTH
REG_W66,DMC Ward No - 66,ward,REG_SHAHDARA_SOUTH
REG_W67,DMC Ward No - 67,ward,REG_SHAHDARA_SOUTH
REG_W68,DMC Ward No - 68,ward,REG_SHAHDARA_SOUTH
REG_W69,DMC Ward No - 69,ward,REG_SHAHDARA_SOUTH
REG_W70,DMC Ward No - 70,ward,REG_SHAHDARA_SOUTH
REG_W70,DMC Ward No - 70,ward,REG_SHAHDARA_SOUTH
REG_W71,DMC Ward No - 71,ward,REG_SHAHDARA_SOUTH
REG_W72,DMC Ward No - 72,ward,REG_SHAHDARA_SOUTH
REG_W73,DMC Ward No - 73,ward,REG_SHAHDARA_SOUTH
REG_W73,DMC Ward No - 73,ward,REG_SHAHDARA_SOUTH
REG_W74,DMC Ward No - 74,ward,REG_SHAHDARA_SOUTH
REG_W74,DMC Ward No - 74,ward,REG_SHAHDARA_SOUTH
REG_W74,DMC Ward No - 74,ward,REG_SHAHDARA_SOUTH
REG_W75,DMC Ward No - 75,ward,REG_SHAHDARA_SOUTH
REG_W76,DMC Ward No - 76,ward,REG_SHAHDARA_SOUTH
REG_W76,DMC Ward No - 76,ward,REG_SHAHDARA_SOUTH
REG_W77,DMC Ward No - 77,ward,REG_SHAHDARA_SOUTH
REG_W77,DMC Ward No - 77,ward,REG_SHAHDARA_SOUTH
REG_W77,DMC Ward No - 77,ward,REG_SHAHDARA_SOUTH
REG_W78,DMC Ward No - 78,ward,REG_SHAHDARA_SOUTH
REG_W78,DMC Ward No - 78,ward,REG_SHAHDARA_SOUTH
REG_W79,DMC Ward No - 79,ward,REG_SHAHDARA_SOUTH
REG_W79,DMC Ward No - 79,ward,REG_SHAHDARA_SOUTH
REG_W80,DMC Ward No - 80,ward,REG_SHAHDARA_SOUTH
REG_W80,DMC Ward No - 80,ward,REG_SHAHDARA_SOUTH
REG_W81,DMC Ward No - 81,ward,REG_SHAHDARA_SOUTH
REG_W82,DMC Ward No - 82,ward,REG_SHAHDARA_SOUTH
REG_W83,DMC Ward No - 83,ward,REG_SHAHDARA_SOUTH
REG_W84,DMC Ward No - 84,ward,REG_SHAHDARA_SOUTH
REG_W85,DMC Ward No - 85,ward,REG_SHAHDARA_SOUTH
REG_W85,DMC Ward No - 85,ward,REG_SHAHDARA_SOUTH
REG_W85,DMC Ward No - 85,ward,REG_SHAHDARA_SOUTH
REG_W86,DMC Ward No - 86,ward,REG_SHAHDARA_SOUTH
REG_W86,DMC Ward No - 86,ward,REG_SHAHDARA_SOUTH
REG_W87,DMC Ward No - 87,ward,REG_SHAHDARA_SOUTH
REG_W87,DMC Ward No - 87,ward,REG_SHAHDARA_SOUTH
REG_W87,DMC Ward No - 87,ward,REG_SHAHDARA_SOUTH
REG_W88,DMC Ward No - 88,ward,REG_SHAHDARA_SOUTH
REG_W88,DMC Ward No - 88,ward,REG_SHAHDARA_SOUTH
REG_W89,DMC Ward No - 89,ward,REG_SHAHDARA_SOUTH
REG_W90,DMC Ward No - 90,ward,REG_SHAHDARA_SOUTH
REG_W90,DMC Ward No - 90,ward,REG_SHAHDARA_SOUTH
REG_W91,DMC Ward No - 91,ward,REG_SHAHDARA_SOUTH
REG_W91,DMC Ward No - 91,ward,REG_SHAHDARA_SOUTH
REG_W91,DMC Ward No - 91,ward,REG_SHAHDARA_SOUTH
REG_W92,DMC Ward No - 92,ward,REG_SHAHDARA_SOUTH
REG_W93,DMC Ward No - 93,ward,REG_SHAHDARA_SOUTH
REG_W94,DMC Ward No - 94,ward,REG_SHAHDARA_SOUTH
REG_W95,DMC Ward No - 95,ward,REG_SHAHDARA_SOUTH
REG_W95,DMC Ward No - 95,ward,REG_SHAHDARA_SOUTH
REG_W96,DMC Ward No - 96,ward,REG_SHAHDARA_SOUTH
REG_W97,DMC Ward No - 97,ward,REG_SHAHDARA_SOUTH
REG_W97,DMC Ward No - 97,ward,REG_SHAHDARA_SOUTH
REG_W98,DMC Ward No - 98,ward,REG_SHAHDARA_SOUTH
REG_W99,DMC Ward No - 99,ward,REG_SHAHDARA_SOUTH
REG_W99,DMC Ward No - 99,ward,REG_SHAHDARA_SOUTH
REG_W100,DMC Ward No - 100,ward,REG_SHAHDARA_SOUTH
REG_W101,DMC Ward No - 101,ward,REG_SHAHDARA_SOUTH
REG_W101,DMC Ward No - 101,ward,REG_SHAHDARA_SOUTH
REG_W102,DMC Ward No - 102,ward,REG_SHAHDARA_SOUTH
REG_W103,DMC Ward No - 103,ward,REG_SHAHDARA_SOUTH
REG_W104,DMC Ward No - 104,ward,REG_SHAHDARA_SOUTH
REG_W105,DMC Ward No - 105,ward,REG_SHAHDARA_SOUTH
REG_W106,DMC Ward No - 106,ward,REG_SHAHDARA_SOUTH
REG_W106,DMC Ward No - 106,ward,REG_SHAHDARA_SOUTH
REG_W107,DMC Ward No - 107,ward,REG_SHAHDARA_SOUTH
REG_W108,DMC Ward No - 108,ward,REG_SHAHDARA_SOUTH
REG_W108,DMC Ward No - 108,ward,REG_SHAHDARA_SOUTH
REG_W109,DMC Ward No - 109,ward,REG_SHAHDARA_SOUTH
REG_W109,DMC Ward No - 109,ward,REG_SHAHDARA_SOUTH
REG_W110,DMC Ward No - 110,ward,REG_SHAHDARA_SOUTH
REG_W110,DMC Ward No - 110,ward,REG_SHAHDARA_SOUTH
REG_W111,DMC Ward No - 111,ward,REG_SHAHDARA_SOUTH
REG_W111,DMC Ward No - 111,ward,REG_SHAHDARA_SOUTH
REG_W112,DMC Ward No - 112,ward,REG_SHAHDARA_SOUTH
REG_W113,DMC Ward No - 113,ward,REG_SHAHDARA_SOUTH
REG_W114,DMC Ward No - 114,ward,REG_SHAHDARA_SOUTH
REG_W114,DMC Ward No - 114,ward,REG_SHAHDARA_SOUTH
REG_W115,DMC Ward No - 115,ward,REG_SHAHDARA_SOUTH
REG_W116,DMC Ward No - 116,ward,REG_SHAHDARA_SOUTH
REG_W117,DMC Ward No - 117,ward,REG_SHAHDARA_SOUTH
REG_W117,DMC Ward No - 117,ward,REG_SHAHDARA_SOUTH
REG_W118,DMC Ward No - 118,ward,REG_SHAHDARA_SOUTH
REG_W118,DMC Ward No - 118,ward,REG_SHAHDARA_SOUTH
REG_W119,DMC Ward No - 119,ward,REG_SHAHDARA_SOUTH
REG_W120,DMC Ward No - 120,ward,REG_SHAHDARA_SOUTH
REG_W123,DMC Ward No - 123,ward,REG_SHAHDARA_SOUTH
REG_W124,DMC Ward No - 124,ward,REG_SHAHDARA_SOUTH
REG_W125,DMC Ward No - 125,ward,REG_SHAHDARA_SOUTH
REG_W126,DMC Ward No - 126,ward,REG_SHAHDARA_SOUTH
REG_W127,DMC Ward No - 127,ward,REG_SHAHDARA_SOUTH
REG_W127,DMC Ward No - 127,ward,REG_SHAHDARA_SOUTH
REG_W128,DMC Ward No - 128,ward,REG_SHAHDARA_SOUTH
REG_W129,DMC Ward No - 129,ward,REG_SHAHDARA_SOUTH
REG_W130,DMC Ward No - 130,ward,REG_SHAHDARA_SOUTH
REG_W131,DMC Ward No - 131,ward,REG_SHAHDARA_SOUTH
REG_W132,DMC Ward No - 132,ward,REG_SHAHDARA_SOUTH
REG_W135,DMC Ward No - 135,ward,REG_SHAHDARA_SOUTH
REG_W136,DMC Ward No - 136,ward,REG_SHAHDARA_SOUTH
REG_W136,DMC Ward No - 136,ward,REG_SHAHDARA_SOUTH
REG_W136,DMC Ward No - 136,ward,REG_SHAHDARA_SOUTH
REG_W137,DMC Ward No - 137,ward,REG_SHAHDARA_SOUTH
REG_W138,DMC Ward No - 138,ward,REG_SHAHDARA_SOUTH
REG_W139,DMC Ward No - 139,ward,REG_SHAHDARA_SOUTH
REG_W141,DMC Ward No - 141,ward,REG_SHAHDARA_SOUTH
REG_W141,DMC Ward No - 141,ward,REG_SHAHDARA_SOUTH
REG_W142,DMC Ward No - 142,ward,REG_SHAHDARA_SOUTH
REG_W143,DMC Ward No - 143,ward,REG_SHAHDARA_SOUTH
REG_W144,DMC Ward No - 144,ward,REG_SHAHDARA_SOUTH
REG_W144,DMC Ward No - 144,ward,REG_SHAHDARA_SOUTH
REG_W145,DMC Ward No - 145,ward,REG_SHAHDARA_SOUTH
REG_W146,DMC Ward No - 146,ward,REG_SHAHDARA_SOUTH
REG_W147,DMC Ward No - 147,ward,REG_SHAHDARA_SOUTH
REG_W148,DMC Ward No - 148,ward,REG_SHAHDARA_SOUTH
REG_W149,DMC Ward No - 149,ward,REG_SHAHDARA_SOUTH
REG_W149,DMC Ward No - 149,ward,REG_SHAHDARA_SOUTH
REG_W150,DMC Ward No - 150,ward,REG_SHAHDARA_SOUTH
REG_W150,DMC Ward No - 150,ward,REG_SHAHDARA_SOUTH
REG_W151,DMC Ward No - 151,ward,REG_SHAHDARA_SOUTH
REG_W152,DMC Ward No - 152,ward,REG_SHAHDARA_SOUTH
REG_W153,DMC Ward No - 153,ward,REG_SHAHDARA_SOUTH
REG_W153,DMC Ward No - 153,ward,REG_SHAHDARA_SOUTH
REG_W154,DMC Ward No - 154,ward,REG_SHAHDARA_SOUTH
REG_W154,DMC Ward No - 154,ward,REG_SHAHDARA_SOUTH
REG_W154,DMC Ward No - 154,ward,REG_SHAHDARA_SOUTH
REG_W155,DMC Ward No - 155,ward,REG_SHAHDARA_SOUTH
REG_W156,DMC Ward No - 156,ward,REG_SHAHDARA_SOUTH
REG_W157,DMC Ward No - 157,ward,REG_SHAHDARA_SOUTH
REG_W158,DMC Ward No - 158,ward,REG_SHAHDARA_SOUTH
REG_W159,DMC Ward No - 159,ward,REG_SHAHDARA_SOUTH
REG_W159,DMC Ward No - 159,ward,REG_SHAHDARA_SOUTH
REG_W160,DMC Ward No - 160,ward,REG_SHAHDARA_SOUTH
REG_W160,DMC Ward No - 160,ward,REG_SHAHDARA_SOUTH
REG_W161,DMC Ward No - 161,ward,REG_SHAHDARA_SOUTH
REG_W162,DMC Ward No - 162,ward,REG_SHAHDARA_SOUTH
REG_W163,DMC Ward No - 163,ward,REG_SHAHDARA_SOUTH
REG_W163,DMC Ward No - 163,ward,REG_SHAHDARA_SOUTH
REG_W164,DMC Ward No - 164,ward,REG_SHAHDARA_SOUTH
REG_W164,DMC Ward No - 164,ward,REG_SHAHDARA_SOUTH
REG_W165,DMC Ward No - 165,ward,REG_SHAHDARA_SOUTH
REG_W166,DMC Ward No - 166,ward,REG_SHAHDARA_SOUTH
REG_W167,DMC Ward No - 167,ward,REG_SHAHDARA_SOUTH
REG_W168,DMC Ward No - 168,ward,REG_SHAHDARA_SOUTH
REG_W169,DMC Ward No - 169,ward,REG_SHAHDARA_SOUTH
REG_W170,DMC Ward No - 170,ward,REG_SHAHDARA_SOUTH
REG_W171,DMC Ward No - 171,ward,REG_SHAHDARA_SOUTH
REG_W172,DMC Ward No - 172,ward,REG_SHAHDARA_SOUTH
REG_W179,DMC Ward No - 179,ward,REG_SHAHDARA_SOUTH
REG_W180,DMC Ward No - 180,ward,REG_SHAHDARA_SOUTH
REG_W181,DMC Ward No - 181,ward,REG_SHAHDARA_SOUTH
REG_W182,DMC Ward No - 182,ward,REG_SHAHDARA_SOUTH
REG_W183,DMC Ward No - 183,ward,REG_SHAHDARA_SOUTH
REG_W184,DMC Ward No - 184,ward,REG_SHAHDARA_SOUTH
REG_W185,DMC Ward No - 185,ward,REG_SHAHDARA_SOUTH
REG_W185,DMC Ward No - 185,ward,REG_SHAHDARA_SOUTH
REG_W186,DMC Ward No - 186,ward,REG_SHAHDARA_SOUTH
REG_W187,DMC Ward No - 187,ward,REG_SHAHDARA_SOUTH
REG_W188,DMC Ward No - 188,ward,REG_SHAHDARA_SOUTH
REG_W188,DMC Ward No - 188,ward,REG_SHAHDARA_SOUTH
REG_W189,DMC Ward No - 189,ward,REG_SHAHDARA_SOUTH
REG_W190,DMC Ward No - 190,ward,REG_SHAHDARA_SOUTH
REG_W190,DMC Ward No - 190,ward,REG_SHAHDARA_SOUTH
REG_W191,DMC Ward No - 191,ward,REG_SHAHDARA_SOUTH
REG_W192,DMC Ward No - 192,ward,REG_SHAHDARA_SOUTH
REG_W192,DMC Ward No - 192,ward,REG_SHAHDARA_SOUTH
REG_W192,DMC Ward No - 192,ward,REG_SHAHDARA_SOUTH
REG_W193,DMC Ward No - 193,ward,REG_SHAHDARA_SOUTH
REG_W193,DMC Ward No - 193,ward,REG_SHAHDARA_SOUTH
REG_W194,DMC Ward No - 194,ward,REG_SHAHDARA_SOUTH
REG_W194,DMC Ward No - 194,ward,REG_SHAHDARA_SOUTH
REG_W195,DMC Ward No - 195,ward,REG_SHAHDARA_SOUTH
REG_W196,DMC Ward No - 196,ward,REG_SHAHDARA_SOUTH
REG_W197,DMC Ward No - 197,ward,REG_SHAHDARA_SOUTH
REG_W199,DMC Ward No - 199,ward,REG_SHAHDARA_SOUTH
REG_W200,DMC Ward No - 200,ward,REG_SHAHDARA_SOUTH
REG_W203,DMC Ward No - 203,ward,REG_SHAHDARA_SOUTH
REG_W205,DMC Ward No - 205,ward,REG_SHAHDARA_SOUTH
REG_W206,DMC Ward No - 206,ward,REG_SHAHDARA_SOUTH
REG_W207,DMC Ward No - 207,ward,REG_SHAHDARA_SOUTH
REG_W208,DMC Ward No - 208,ward,REG_SHAHDARA_SOUTH
REG_W208,DMC Ward No - 208,ward,REG_SHAHDARA_SOUTH
REG_W209,DMC Ward No - 209,ward,REG_SHAHDARA_SOUTH
REG_W213,DMC Ward No - 213,ward,REG_SHAHDARA_SOUTH
REG_W214,DMC Ward No - 214,ward,REG_SHAHDARA_SOUTH
REG_W217,DMC Ward No - 217,ward,REG_SHAHDARA_SOUTH
REG_W218,DMC Ward No - 218,ward,REG_SHAHDARA_SOUTH
REG_W219,DMC Ward No - 219,ward,REG_SHAHDARA_SOUTH
REG_W220,DMC Ward No - 220,ward,REG_SHAHDARA_SOUTH
REG_W221,DMC Ward No - 221,ward,REG_SHAHDARA_SOUTH
REG_W222,DMC Ward No - 222,ward,REG_SHAHDARA_SOUTH
REG_W223,DMC Ward No - 223,ward,REG_SHAHDARA_SOUTH
REG_W224,DMC Ward No - 224,ward,REG_SHAHDARA_SOUTH
REG_W225,DMC Ward No - 225,ward,REG_SHAHDARA_SOUTH
REG_W226,DMC Ward No - 226,ward,REG_SHAHDARA_SOUTH
REG_W227,DMC Ward No - 227,ward,REG_SHAHDARA_SOUTH
REG_W228,DMC Ward No - 228,ward,REG_SHAHDARA_SOUTH
REG_W228,DMC Ward No - 228,ward,REG_SHAHDARA_SOUTH
REG_W229,DMC Ward No - 229,ward,REG_SHAHDARA_SOUTH
REG_W230,DMC Ward No - 230,ward,REG_SHAHDARA_SOUTH
REG_W231,DMC Ward No - 231,ward,REG_SHAHDARA_SOUTH
REG_W231,DMC Ward No - 231,ward,REG_SHAHDARA_SOUTH
REG_W232,DMC Ward No - 232,ward,REG_SHAHDARA_SOUTH
REG_W233,DMC Ward No - 233,ward,REG_SHAHDARA_SOUTH
REG_W233,DMC Ward No - 233,ward,REG_SHAHDARA_SOUTH
REG_W234,DMC Ward No - 234,ward,REG_SHAHDARA_SOUTH
REG_W235,DMC Ward No - 235,ward,REG_SHAHDARA_SOUTH
REG_W236,DMC Ward No - 236,ward,REG_SHAHDARA_SOUTH
REG_W236,DMC Ward No - 236,ward,REG_SHAHDARA_SOUTH
REG_W236,DMC Ward No - 236,ward,REG_SHAHDARA_SOUTH
REG_W237,DMC Ward No - 237,ward,REG_SHAHDARA_SOUTH
REG_W238,DMC Ward No - 238,ward,REG_SHAHDARA_SOUTH
REG_W239,DMC Ward No - 239,ward,REG_SHAHDARA_SOUTH
REG_W239,DMC Ward No - 239,ward,REG_SHAHDARA_SOUTH
REG_W240,DMC Ward No - 240,ward,REG_SHAHDARA_SOUTH
REG_W241,DMC Ward No - 241,ward,REG_SHAHDARA_SOUTH
REG_W242,DMC Ward No - 242,ward,REG_SHAHDARA_SOUTH
REG_W243,DMC Ward No - 243,ward,REG_SHAHDARA_SOUTH
REG_W244,DMC Ward No - 244,ward,REG_SHAHDARA_SOUTH
REG_W245,DMC Ward No - 245,ward,REG_SHAHDARA_SOUTH
REG_W245,DMC Ward No - 245,ward,REG_SHAHDARA_SOUTH
REG_W246,DMC Ward No - 246,ward,REG_SHAHDARA_SOUTH
REG_W247,DMC Ward No - 247,ward,REG_SHAHDARA_SOUTH
REG_W248,DMC Ward No - 248,ward,REG_SHAHDARA_SOUTH
REG_W249,DMC Ward No - 249,ward,REG_SHAHDARA_SOUTH
REG_W250,DMC Ward No - 250,ward,REG_SHAHDARA_SOUTH
REG_W251,DMC Ward No - 251,ward,REG_SHAHDARA_SOUTH
REG_W252,DMC Ward No - 252,ward,REG_SHAHDARA_SOUTH
REG_W253,DMC Ward No - 253,ward,REG_SHAHDARA_SOUTH
REG_W254,DMC Ward No - 254,ward,REG_SHAHDARA_SOUTH
REG_W255,DMC Ward No - 255,ward,REG_SHAHDARA_SOUTH
REG_W256,DMC Ward No - 256,ward,REG_SHAHDARA_SOUTH
REG_W257,DMC Ward No - 257,ward,REG_SHAHDARA_SOUTH
REG_W258,DMC Ward No - 258,ward,REG_SHAHDARA_SOUTH
REG_W258,DMC Ward No - 258,ward,REG_SHAHDARA_SOUTH
REG_W259,DMC Ward No - 259,ward,REG_SHAHDARA_SOUTH
REG_W260,DMC Ward No - 260,ward,REG_SHAHDARA_SOUTH
REG_W263,DMC Ward No - 263,ward,REG_SHAHDARA_SOUTH
REG_W264,DMC Ward No - 264,ward,REG_SHAHDARA_SOUTH
REG_W45_GALI7,Gali No. 7,street,REG_W45
REG_W45_MARKET_ROAD,Shahdara Market Road,street,REG_W45
REG_W45_BLOCKA,Block A Residential Pocket,street,REG_W45
REG_W45_COLONY_Y,Colony Y Housing Cluster,street,REG_W45
